Customer_ID,Age,Annual_Income,Years_Experience,Education_Level,City,House_Price
CUST-1332,33.0,95953.73053699045,11.442074139336382, high school ,Los Angeles,569263.6329613783
CUST-1333,20.0,,0.0,High School,New York,319052.45946019585
CUST-1334,37.0,48576.42020434406,-999.0, high school ,UNKNOWN,277287.01015239075
CUST-1335,,71451.65562712317,20.680102589137782,Master,Houston,407593.2280405251
CUST-1336,71.0,,51.14122599443906,Master,Chicago,678324.656484732
CUST-1337,-73.0,78492.67365825537,53.93636932106572,bachelor,Houston,652645.5574249917
CUST-1338,50.0,61192.60739840348,28.337383233633354,Master,Chicago,422564.16306925303
CUST-1339,41.0,47061.26444588852,18.7755265309845,High School,N/A,346682.5796994786
CUST-1340,69.0,73964.46627227179,45.829698946884406,Bachelor,Chicago,608585.578253676
CUST-1341,28.0,,5.34917894004209,Master,UNKNOWN,408144.88186882937
CUST-1342,66.0,77903.86440055465,50.89818885061745,Bachelor,Los Angeles,596103.5743248521
CUST-1343,25.0,72703.43603363939,6.4893591614735735,,New York,326596.7466940483
CUST-1344,53.0,80991.05430638671,29.297851267583958,Bachelor,Los Angeles,511331.32512124995
CUST-1345,55.0,49295.29576878864,31.35508408651286,Bachelor,New York,387723.978345706
CUST-1346,57.0,86347.88131268651,36.963732123436984, high school ,Chicago,578483.1923629405
CUST-1347,37.0,63951.99209384799,17.094529594755933,Bachelor,Los Angeles,389871.0681813657
CUST-1348,52.0,101505.21745250531,32.09776767063473,PhD,Chicago,659039.1464964449
CUST-1349,65.0,46216.243638208645,43.490088412892604,High School,New York,467804.0722778063
CUST-1350,42.0,94719.27606330498,20.7490914799942,,New York,547192.1753767354
CUST-1351,52.0,63958.21566925295,31.655759048318714,Bachelor,Los Angeles,488241.3695578899
CUST-1352,42.0,46971.63992771103,21.17178601258666,,N/A,346829.27187823685
CUST-1353,46.0,50322.28331891357,20.56139925450493,PhD,Los Angeles,358747.1220201902
CUST-1354,35.0,,13.540400738849613,High School,Los Angeles,356953.5484068091
CUST-1355,63.0,68483.31892803832,40.297187131479376,,Chicago,525372.7977765586
CUST-1356,35.0,,14.350422837817025, high school ,Chicago,464051.7418640901
CUST-1357,19.0,48525.99992122842,3.97051800520682,Master,New York,222818.27449128433
CUST-1358,71.0,59512.90815478034,50.73496333094861,Bachelor,Los Angeles,
CUST-1359,52.0,102845.40717223728,30.372940627655204,PhD,New York,628760.1817341845
CUST-1360,33.0,94550.86340201422,13.843603003954504,Bachelor,N/A,527496.0115823773
CUST-1361,,,37.965375774418426,bachelor,New York,541864.2697714954
CUST-1362,53.0,60760.069563364006,32.84018898090368,Bachelor,Los Angeles,
CUST-1363,50.0,,30.213701186431344,Bachelor,New York,6777566.894626508
CUST-1364,21.0,72270.35945460833,4.113087129659083,High School,New York,390118.7263460898
CUST-1365,50.0,,26.738223129348167,Master,Houston,352037.3076737371
CUST-1366,31.0,54852.4692515331,10.947264153622909,Master,New York,277631.4376082825
CUST-1367,38.0,,15.147237740036923,Master,New York,222174.04322935775
CUST-1368,65.0,67984.46245210558,45.111025292684495,bachelor,Los Angeles,499009.6111455212
CUST-1369,37.0,,14.162626977027811,Bachelor,New York,409619.23806677846
CUST-1370,73.0,50336.27075401252,51.16526637278983,bachelor,New York,466938.79433735576
CUST-1371,25.0,91479.73526580066,3.4098201715241876,Bachelor,Houston,479619.88666672516
CUST-1372,24.0,35484.68673995318,4.951633438689418,High School,Houston,213456.74500016216
CUST-1373,20.0,30712.502395803596,0.8369088878848276,High School,UNKNOWN,138577.21242586998
CUST-1374,34.0,64489.03637119944,10.508565247107231,Bachelor,Phoenix,
CUST-1375,50.0,80941.9660522431,29.109868221999697,Master,Chicago,490723.3063028827
CUST-1376,65.0,93678.55382915738,42.580840290501655,Bachelor,New York,
CUST-1377,29.0,50822.3147426212,5.482990178649331,High School,Houston,268299.12014545454
CUST-1378,68.0,81573.61666862591,46.56596589915126,,Houston,599637.2456430073
CUST-1379,39.0,59229.83060998585,17.38303442308836,PhD,Houston,389790.10971516103
CUST-1380,72.0,56547.45400118361,55.853432972691046,Bachelor,Los Angeles,543060.0768998876
CUST-1381,39.0,77673.19874973345,18.86591965072139,Bachelor,New York,498051.38016486366
CUST-1382,63.0,73046.4575682684,39.244764998491526,Bachelor,Houston,538887.0115608961
CUST-1383,47.0,28472.15686031501,24.870451991658115,Bachelor,Chicago,280897.3334204754
CUST-1384,55.0,89530.80699451792,36.0427665908588,Master,N/A,582573.4981877989
CUST-1385,55.0,,38.17688554573985,bachelor,New York,
CUST-1386,,47488.74596980941,37.828033375524086,PhD,New York,431170.60819092736
CUST-1387,68.0,,43.24015122972191,Master,New York,534885.0255121732
CUST-1388,71.0,69880.60372565477,53.741930350743566, high school ,Houston,537094.7457153648
CUST-1389,25.0,65213.47531647814,4.779228354741807,High School,New York,353585.09639664943
CUST-1390,44.0,48993.8969230916,21.263414536247268,MASTER,New York,359376.8166965404
CUST-1391,44.0,46567.53264123897,24.069258172244872,Master,N/A,
CUST-1392,51.0,59488.91858017109,24.728504521966244,Bachelor,New York,386275.9712748558
CUST-1393,38.0,83454.58038518729,17.00675101319432,Bachelor,Houston,520462.8435355249
CUST-1394,47.0,70872.00309188865,26.65564234568617,High School,Los Angeles,481677.0787229175
CUST-1395,50.0,52587.71335827788,30.84854027907566,Bachelor,Houston,398463.30517643463
CUST-1396,,75433.97421296689,21.972208095414924,Bachelor,Chicago,444443.6861659085
CUST-1397,64.0,3029.147587398489,43.17137432280672,Master,UNKNOWN,218599.9164011797
CUST-1398,50.0,82975.31400744207,27.149150747880824,Master,UNKNOWN,562401.1251967875
CUST-1399,22.0,25205.724424438005,1.510767511348634,PhD,New York,154399.6109657181
CUST-1400,65.0,,42.20930735527395,,New York,447743.5606645222
CUST-1401,36.0,37606.60210747713,14.183798321679559,Master,New York,278523.3352293022
CUST-1402,21.0,,0.0,,Chicago,164618.71249896035
CUST-1403,52.0,,32.302272483647315, high school ,Phoenix,586902.3040720182
CUST-1404,66.0,50645.97597376217,46.716902233313334,High School,Los Angeles,500877.61195428786
CUST-1405,34.0,66930.07763461431,12.530758860085172,MASTER,Chicago,378113.2741559505
CUST-1406,61.0,59061.58842241632,40.076475989920056,High School,New York,
CUST-1407,45.0,69540.81654446243,21.102817170732912,Master,Houston,378288.7959949727
CUST-1408,,61536.43782120511,25.400646703986425,Bachelor,N/A,386576.3910185981
CUST-1409,,34340.15551622861,24.89959076591651,PhD,New York,4366909.60453412
CUST-1410,63.0,79925.3363889428,47.24158618205995,PhD,Los Angeles,599268.5308211071
CUST-1411,70.0,50124.868336773754,46.776065948451674,PhD,New York,462734.26274980296
CUST-1412,23.0,28868.362026804978,4.928354477504875,Master,Chicago,145559.30536775602
CUST-1413,52.0,51437.69678068175,32.99371754693161,Master,Los Angeles,
CUST-1414,58.0,90015.19581268622,37.56127280898027,Bachelor,New York,617385.6282752125
CUST-1415,54.0,77004.43484226985,36.51724096839027,Master,Los Angeles,550267.6634432748
CUST-1416,41.0,53026.957311842816,20.744210945213727,Bachelor,Los Angeles,314862.1837174618
CUST-1417,46.0,53014.84591363143,25.77831839133586,High School,Los Angeles,381695.1747732532
CUST-1418,66.0,,44.89375869396491,Bachelor,Chicago,440150.60204804
CUST-1419,63.0,101534.95967121681,44.44713776483726,Bachelor,New York,707291.9492434942
CUST-1420,70.0,67638.70904463106,51.192938467621765,Master,Houston,582556.6665125426
CUST-1421,48.0,,25.748645425007574,PhD,Chicago,435499.00386410754
CUST-1422,52.0,80605.66908063684,28.361505610802464,Master,Los Angeles,506658.89763526316
CUST-1423,50.0,64775.78318053027,28.594038725208687,Bachelor,New York,440741.4642255546
CUST-1424,69.0,54819.15708358594,46.39992287120471,,Houston,433066.1406214674
CUST-1425,38.0,56073.003018300435,16.87295085076929,,N/A,368346.57047067425
CUST-1426,,58567.97481171872,-999.0,MASTER,New York,421659.4018023358
CUST-1427,40.0,59255.55526980317,18.08539668982642,MASTER,Los Angeles,
CUST-1428,50.0,74552.5908727396,28.91435323737685,Master,New York,469769.48819039494
CUST-1429,20.0,61038.91771614599,0.0,Bachelor,Chicago,289197.05601640866
CUST-1430,35.0,74652.80154431159,15.696861764410569,High School,New York,397865.06079165597
CUST-1431,42.0,,16.50622133203079,Bachelor,Los Angeles,350146.90769896365
CUST-1432,,61572.70380632181,36.78659941046941,Master,Chicago,446387.4154581509
CUST-1433,48.0,20035.986309357846,27.422567384558945,Bachelor,Chicago,
CUST-1434,71.0,78326.55349404963,52.40015791285372,MASTER,Los Angeles,598713.4182429997
CUST-1435,,66929.76951795985,0.0,Bachelor,Los Angeles,
CUST-1436,57.0,,32.24689458791625,Master,Chicago,532542.5085545725
CUST-1437,63.0,2074.892436126218,43.23942289193227,High School,New York,
CUST-1438,41.0,101767.49409561456,18.72927522234874,Master,New York,571434.0385180207
CUST-1439,67.0,57208.207436896526,43.62066668181928,,Phoenix,503776.51680808206
CUST-1440,49.0,82163.65633475033,26.751309220573553, high school ,New York,493296.39635451336
CUST-1441,64.0,39201.881457489384,42.6309492846883,Master,Chicago,420529.1341810516
CUST-1442,,72255.4781012514,16.790510670923574,PhD,UNKNOWN,412778.1604314596
CUST-1443,,38931.68873652688,14.58886788580186,Bachelor,New York,266884.60481995554
CUST-1444,19.0,47524.6207860839,0.0,Master,Los Angeles,255627.87161262875
CUST-1445,44.0,98280.62707733572,25.549750082557445,Master,Chicago,
CUST-1446,,56186.35198473307,-999.0,Bachelor,Phoenix,460187.0873627325
CUST-1447,19.0,64348.657463594456,0.0,Bachelor,UNKNOWN,
CUST-1448,43.0,77401.35461377508,21.597016932104964,High School,Chicago,480831.3467258982
CUST-1449,34.0,69913.63775945209,12.986957369541084,Bachelor,New York,345053.76438807027
CUST-1450,57.0,63008.37810287153,37.19758877912382,Bachelor,Chicago,
CUST-1451,50.0,67299.2200493245,30.33668097743616,Master,Los Angeles,484255.7083054397
CUST-1452,,,3.5316524024430085,High School,Los Angeles,561831.89502
CUST-1453,60.0,58847.62405932829,39.16399111282712,Bachelor,New York,449544.1140171707
CUST-1454,71.0,64021.98093429935,50.91456080923048,Master,New York,541241.8878277601
CUST-1455,65.0,,46.91164464429353,Bachelor,Houston,610161.8108961232
CUST-1456,56.0,82110.51865915967,36.40901307964945,,Los Angeles,580054.8132466346
CUST-1457,46.0,,26.578113374751037,Bachelor,Los Angeles,474875.13583291613
CUST-1458,59.0,72774.60444058369,38.167653255858724,High School,Los Angeles,508337.6735757434
CUST-1459,72.0,37139.90174539033,53.82091829040701,Bachelor,Phoenix,428277.82822923065
CUST-1460,,92668.63064602192,22.819525591918996,Bachelor,Chicago,567545.9196137568
CUST-1461,52.0,37073.09213962624,-999.0,Master,New York,395123.14926031407
CUST-1462,,66052.70930478067,48.80673994025038,High School,New York,
CUST-1463,42.0,44914.48299961284,22.395806545078056,Bachelor,New York,297128.1565808922
CUST-1464,,,19.113911957743035,Master,UNKNOWN,393125.9866098922
CUST-1465,30.0,,8.041014065201514,Bachelor,Chicago,401736.5538614355
CUST-1466,24.0,66427.14430900547,3.5931510902815234,Master,Los Angeles,348401.9556858567
CUST-1467,74.0,68438.41508470569,53.92636959053517,Master,Chicago,558085.7630239238
CUST-1468,53.0,92274.22538117295,32.39458453126241,Master,Los Angeles,615867.616346066
CUST-1469,62.0,69070.6860302796,41.62261734688577,Bachelor,Houston,545274.5796393764
CUST-1470,37.0,,19.39991474915276,Bachelor,Los Angeles,336073.6259664093
CUST-1471,18.0,79281.74336576715,0.0,,New York,393303.4855843107
CUST-1472,25.0,,4.381271182530049,,New York,452627.7967422796
CUST-1473,63.0,35447.84369726015,43.88262116153496,Bachelor,Los Angeles,
CUST-1474,33.0,71948.00139699716,9.934952192944921,High School,UNKNOWN,401409.6384825856
CUST-1475,31.0,74023.45484621797,-999.0, high school ,Los Angeles,403041.1229531787
CUST-1476,29.0,,11.61861269946622, high school ,Phoenix,352256.968348031
CUST-1477,68.0,87514.13626623238,46.56390820921525,bachelor,Houston,605251.3252511693
CUST-1478,40.0,56998.88825934946,17.30473214276183,,New York,379373.67586838326
CUST-1479,32.0,,9.695822222813879,High School,New York,324138.6817967697
CUST-1480,45.0,56538.56351432261,21.820733925315224,Bachelor,New York,414020.1443968875
CUST-1481,,,28.43047618374459,PhD,Chicago,426742.4049432868
CUST-1482,19.0,38074.49826209596,0.0,Master,New York,231549.82307061856
CUST-1483,49.0,31198.982348114114,25.188865961642716,Master,Los Angeles,301747.3373603298
CUST-1484,40.0,91890.10126449945,19.031236667899208,High School,Los Angeles,500018.6599423969
CUST-1485,39.0,43060.77303363344,19.804554347573294,,Chicago,347302.83499600145
CUST-1486,68.0,40172.15301087385,45.18448763970616,Bachelor,New York,457109.283128744
CUST-1487,,,24.038567847283538,MASTER,Los Angeles,233367.75563249667
CUST-1488,39.0,47220.765046209955,19.02158417705519,Bachelor,Los Angeles,309018.4986132048
CUST-1489,39.0,33538.204131850034,20.061161171248116,Master,Los Angeles,261955.05324813427
CUST-1490,,92840.30320272737,43.684330892295726,MASTER,Houston,651470.0375243044
CUST-1491,69.0,80196.34178685269,49.709050454133234,PhD,New York,595917.929419951
CUST-1492,59.0,,35.81613219920938,,Houston,
CUST-1493,23.0,105048.71610688618,3.7804950016730174,Bachelor,Chicago,522168.8692791578
CUST-1494,,79635.3097398319,11.343678679587063,Bachelor,Chicago,372806.22869032074
CUST-1495,71.0,53503.37232982755,51.10650243996957,bachelor,Chicago,509068.5781230382
CUST-1496,,10011.88570252854,36.648810788750296,Master,Los Angeles,236295.9831071965
CUST-1497,54.0,105818.85145181484,31.20986031544679,Master,New York,648941.248576546
CUST-1498,,32208.550664728078,30.19445643650677,Bachelor,Chicago,301306.36315615417
CUST-1499,25.0,27092.025060862165,2.1033039915515985,Bachelor,?,185900.1851637017
CUST-1500,70.0,80451.4086401928,49.926412584198246, high school ,Chicago,644802.771097297
CUST-1501,61.0,108795.04812678546,37.26572438707951,Master,Los Angeles,699951.2187882394
CUST-1502,61.0,87685.45637021036,41.69634842533333,PhD,UNKNOWN,602690.8192634927
CUST-1503,22.0,71278.18240104719,0.0,Bachelor,Chicago,352718.3906844831
CUST-1504,56.0,71895.08683330572,36.10459987535905,PhD,New York,516331.68079039356
CUST-1505,21.0,77068.31117560616,1.2512618672920017,MASTER,Los Angeles,362000.4348954828
CUST-1506,23.0,75178.5717957353,0.6064563631408502,Master,Houston,389096.1583845123
CUST-1507,62.0,1312476.5695877504,42.16405313416946,Bachelor,Houston,526300.4456562639
CUST-1508,49.0,62084.022079037524,28.52088452666711,Master,Los Angeles,476951.78393008705
CUST-1509,69.0,58748.13744200955,46.92231628761452,,Phoenix,
CUST-1510,47.0,44920.70822266648,23.982890631847585,Master,New York,327449.98595778865
CUST-1511,64.0,54386.49846266452,39.074748616654844,bachelor,Los Angeles,478470.94829467894
CUST-1512,52.0,26140.863716092288,31.699300094599387,PhD,?,266957.9524288516
CUST-1513,72.0,58033.207464105,47.87039445727589,bachelor,Phoenix,
CUST-1514,57.0,40228.17785698165,36.190688398882614,PhD,Chicago,362183.51058406255
CUST-1515,69.0,37928.21365568458,47.4731035678355,Bachelor,Phoenix,391014.94156969746
CUST-1516,,63597.88302306957,13.35828555087639,Bachelor,New York,382766.4638238773
CUST-1517,30.0,87840.04572689199,8.395909001020271,Bachelor,Phoenix,398603.7545702212
CUST-1518,67.0,78366.33212004625,45.341104427305815,MASTER,Los Angeles,
CUST-1519,59.0,28589.98792753646,39.46374140857659,High School,?,331108.8728052867
CUST-1520,47.0,40207.43726859325,26.670116058168237,PhD,New York,333504.86004904535
CUST-1521,,78815.42375976432,15.632311914365557,Bachelor,Los Angeles,
CUST-1522,34.0,40350.252129233806,13.938535179617052,Bachelor,New York,234905.83265246332
CUST-1523,73.0,55507.33700005951,48.928855753585786,High School,Los Angeles,485622.28770756244
CUST-1524,36.0,71001.04198049103,16.513577359973965,Master,New York,432825.6541730664
CUST-1525,,,25.224937588027206,Bachelor,New York,340568.3560920635
CUST-1526,72.0,62107.5101229192,-999.0,PhD,Chicago,533978.118841779
CUST-1527,43.0,33319.49010163591,21.5118390526516,Bachelor,Los Angeles,
CUST-1528,54.0,47972.64712097573,32.921385424744734,Bachelor,Los Angeles,405575.99390510586
CUST-1529,43.0,66395.63868285074,21.731006431196533,,Chicago,409787.0020174626
CUST-1530,70.0,28140.125329366616,49.66771993313707,Bachelor,Phoenix,373621.1724462706
CUST-1531,40.0,68809.49475920798,21.862733563662367, high school ,Houston,6600594.4271000605
CUST-1532,26.0,59607.24402146637,7.163533455345657,Bachelor,Los Angeles,326019.7237028503
CUST-1533,29.0,71049.79908834296,5.3755616131371875,Bachelor,Chicago,407153.29621748836
CUST-1534,70.0,64478.28268129323,50.2441399806121,Bachelor,New York,
CUST-1535,18.0,87282.80859947688,0.0,High School,New York,454822.871845624
CUST-1536,18.0,62504.49005295814,0.0,Master,Los Angeles,300698.07414333685
CUST-1537,64.0,51411.889177494944,45.18196085037194,Master,Houston,496551.8787126995
CUST-1538,51.0,62445.95006064568,34.02454089140153,Bachelor,New York,454747.79228591087
CUST-1539,49.0,70865.96058072775,30.047419092213964,Bachelor,New York,519328.70695416414
CUST-1540,71.0,60977.20140651408,50.49861719128346,Master,New York,531846.8392171107
CUST-1541,65.0,60811.83382407765,46.09017694816951,High School,Phoenix,527104.5673979649
CUST-1542,42.0,,21.289775666193783,bachelor,Chicago,
CUST-1543,57.0,46741.98164898103,36.04780608656991,Bachelor,New York,399146.6449655942
CUST-1544,62.0,31947.89456400613,-999.0,Master,Chicago,363116.7648123495
CUST-1545,70.0,94991.53486373878,52.126826717664215,MASTER,Los Angeles,721063.9726699747
CUST-1546,,35122.7352921743,0.0,Master,Chicago,181727.22971653275
CUST-1547,33.0,46141.896044081856,15.064735449356231,High School,New York,269310.43148378294
CUST-1548,56.0,45631.85468861605,35.999728247480746,Bachelor,Phoenix,450917.70720583724
CUST-1549,22.0,77898.48753888882,0.0,MASTER,Los Angeles,
CUST-1550,39.0,54101.00643415944,18.735298585982843,High School,Chicago,362129.3259851046
CUST-1551,46.0,84954.84145347468,20.799946984696753,MASTER,New York,542596.7942310045
CUST-1552,72.0,46530.18751512263,52.25101603366207,PhD,Los Angeles,458926.544325758
CUST-1553,20.0,,0.770462965977982,Master,Los Angeles,302224.1656675228
CUST-1554,29.0,43293.05893480485,6.815288088695893,MASTER,Los Angeles,265108.06189208035
CUST-1555,43.0,102902.98255546777,22.247095391911163,Bachelor,New York,549477.7977275287
CUST-1556,33.0,36248.03161940974,15.908314867500572,Bachelor,Houston,253143.43496814754
CUST-1557,68.0,66196.41420454055,45.988506591476124,High School,New York,543975.350302746
CUST-1558,54.0,72675.53761864197,30.8821848258868,High School,Chicago,493937.67634092015
CUST-1559,,68275.98194902997,20.9633268049252,MASTER,Houston,
CUST-1560,74.0,,56.92517438106159,Bachelor,Chicago,574954.0827492913
CUST-1561,46.0,57403.586005331475,25.007391343695694,High School,Chicago,404926.7649038081
CUST-1562,31.0,60876.229439582195,12.022926070816712,,Chicago,392290.6136346136
CUST-1563,45.0,57059.95996743023,26.68295183106176,Bachelor,Los Angeles,397817.7690921102
CUST-1564,22.0,,0.0,Master,Houston,367748.82096927275
CUST-1565,64.0,104210.46003182702,42.029388329264265,Bachelor,New York,697764.7581373935
CUST-1566,66.0,48850.16429984333,47.46174902630947,Bachelor,Chicago,455816.3082700179
CUST-1567,47.0,32603.940408418443,29.37002855741702, high school ,Chicago,275883.78106035007
CUST-1568,63.0,,43.12576172034871,PhD,Los Angeles,522676.5072791206
CUST-1569,69.0,111594.18675308637,46.24037129299589,High School,Los Angeles,728838.1986955266
CUST-1570,22.0,43926.50864060538,4.974122223398883, high school ,Los Angeles,199584.99593303163
CUST-1571,29.0,92782.33610888134,6.9380582043760715,Master,Houston,515038.8384520276
CUST-1572,,93554.0162815288,11.329724437657097,High School,UNKNOWN,491874.7961845354
CUST-1573,,48928.23516584011,22.684675668979242,Master,Los Angeles,337535.48793782765
CUST-1574,43.0,1427593.2316741103,25.10832084142955,bachelor,Chicago,416898.7499752142
CUST-1575,65.0,92567.93246257075,45.70795195310445,Bachelor,UNKNOWN,694703.0891058064
CUST-1576,38.0,52417.44518025026,17.82973100072382,MASTER,New York,
CUST-1577,56.0,55928.392797952765,35.92657706023621,,New York,444918.7357891373
CUST-1578,53.0,48366.38172102712,32.087029337286936,Bachelor,Chicago,416225.3138199938
CUST-1579,,,30.116279029037013,High School,Houston,354563.65464983037
CUST-1580,47.0,,20.940879844611395,Master,Phoenix,343396.3026780888
CUST-1581,54.0,35521.19466475487,32.406785081860406,PhD,Los Angeles,295524.0847797927
CUST-1582,40.0,,19.482643869833563,Master,New York,371272.3228586489
CUST-1583,27.0,44600.53537882716,3.697971832760986,High School,Los Angeles,256991.3331540682
CUST-1584,71.0,64675.71823581495,50.77264663562312,Bachelor,New York,530179.3202183618
CUST-1585,22.0,28882.087075927455,0.591057558027757,Bachelor,New York,169826.55101572603
CUST-1586,53.0,66617.60464428914,35.51095139663098,Bachelor,Houston,502855.6603095726
CUST-1587,,76670.5792321785,33.14603945042971,Master,New York,545018.2970410949
CUST-1588,69.0,20125.28714857089,47.06838886176367,Bachelor,Houston,304614.4748085429
CUST-1589,,67481.13139695144,26.69832457686661,Master,Los Angeles,510676.2163913552
CUST-1590,27.0,84553.37984946584,5.852104868783215,Master,Chicago,457733.50754279917
CUST-1591,36.0,35807.17962617589,14.096681047680754,Bachelor,New York,257379.49761910713
CUST-1592,,93451.44773675407,28.390049968056253,,Los Angeles,606440.0792964781
CUST-1593,18.0,,0.0,,New York,393846.9051429434
CUST-1594,73.0,45899.76288483183,49.738769330124946,Bachelor,N/A,429297.23844569636
CUST-1595,22.0,58884.61844684588,2.245422447800537,,Houston,299085.4842919243
CUST-1596,62.0,71166.53825043445,42.25905916844362,PhD,Los Angeles,480565.8081354527
CUST-1597,,,0.0,Master,New York,313156.7735433176
CUST-1598,33.0,70775.11984892738,13.790710861525199,High School,UNKNOWN,418495.0279528773
CUST-1599,,41586.52813841267,-999.0,Master,Los Angeles,303870.857361796
CUST-1600,33.0,,12.506330476075963,Master,New York,
CUST-1601,72.0,,52.64068802522491,Bachelor,Chicago,357449.8964495184
CUST-1602,19.0,57775.47877302599,0.0,,UNKNOWN,297827.99656391115
CUST-1603,66.0,838436.9434140841,45.90948182428227,PhD,New York,461762.6198388988
CUST-1604,45.0,45289.40114820467,22.967140712224857,Bachelor,New York,325428.2659102598
CUST-1605,49.0,84721.86350420874,27.607066833143804,Master,UNKNOWN,548571.0844939493
CUST-1606,44.0,81826.20241188537,22.58828113823932,,New York,462779.14643270086
CUST-1607,,72182.76241814354,14.506843306919523,Master,New York,435273.28739471734
CUST-1608,,38153.744706548416,19.646451673768436,Master,Chicago,282296.64875715674
CUST-1609,29.0,53671.83100610396,4.902763402272507,MASTER,Phoenix,
CUST-1610,67.0,84261.95399958367,45.01769250571579,,Los Angeles,595722.7794848706
CUST-1611,52.0,62834.33827279809,30.43024901326066,Master,N/A,
CUST-1612,50.0,106386.59079963388,28.48764049500924,High School,Chicago,648763.4129756936
CUST-1613,50.0,67866.35678788743,28.51700510825844,bachelor,New York,433145.54084038077
CUST-1614,68.0,63840.98232980063,46.87647160027974,Master,N/A,519985.95199574577
CUST-1615,60.0,53817.67071594997,39.958883036172125,Master,Los Angeles,451019.37288031256
CUST-1616,54.0,62670.81809564565,34.749034148265046,Master,New York,439789.80326190405
CUST-1617,29.0,56950.603272389126,6.700469546303466, high school ,Chicago,364795.7534065369
CUST-1618,20.0,74162.17353377181,0.0,PhD,Los Angeles,342392.3939004396
CUST-1619,18.0,79134.04633589167,0.0,Bachelor,New York,366367.2856706753
CUST-1620,50.0,44280.21078984101,28.025594157610147,bachelor,New York,333880.0322815525
CUST-1621,57.0,33375.34092884444,35.296157364366984,Master,Los Angeles,386539.5084513539
CUST-1622,27.0,23275.892537934065,4.460007867605086,Bachelor,Houston,172444.17073850558
CUST-1623,60.0,70159.82653825087,36.40776667150021,Master,Chicago,491527.7192805385
CUST-1624,61.0,37932.66787652252,39.087758345051625,Master,N/A,407116.06945100543
CUST-1625,,,25.362853240227942,bachelor,New York,226345.8737121823
CUST-1626,30.0,67771.57209061929,10.19005893167113,Bachelor,New York,386973.5867305877
CUST-1627,29.0,109859.99034865582,6.885153893783357,High School,New York,549913.48803149
CUST-1628,48.0,59878.58176920213,26.17400435571313,Master,New York,401240.2313546246
CUST-1629,63.0,76769.81548903283,40.14660338230538,Bachelor,New York,568848.1323239289
CUST-1630,19.0,61636.5871709513,0.0, high school ,Houston,292237.4615193911
CUST-1631,68.0,58022.20693617715,45.30314273161837,Master,UNKNOWN,544428.2501470299
CUST-1632,,78381.52965975537,47.1462556264824,Bachelor,N/A,562923.3727172689
CUST-1633,52.0,54194.509116226975,27.428267016131777,,New York,442564.01139279036
CUST-1634,40.0,65347.84628143806,18.280740655095077,bachelor,Phoenix,
CUST-1635,34.0,66433.95612392027,13.602214678383485,Bachelor,Los Angeles,398236.5899433193
CUST-1636,43.0,46638.190927139025,-999.0,Bachelor,New York,
CUST-1637,25.0,79840.84699073045,9.386067327960994,,Phoenix,409185.78106705914
CUST-1638,46.0,56500.80486609183,25.699600049135814,Bachelor,Chicago,421958.6316622866
CUST-1639,43.0,44885.096810143106,19.99189080631598,High School,New York,258770.01168006245
CUST-1640,27.0,,5.809071505821854,Master,Los Angeles,358213.3621082534
CUST-1641,-43.0,42030.64036417926,18.447507333067097,Bachelor,New York,285878.8334544813
CUST-1642,51.0,60563.62314738257,29.838800501406478,Bachelor,Chicago,407215.05535814696
CUST-1643,68.0,59817.62006711593,45.333887885998486,Bachelor,Los Angeles,501807.08300804335
CUST-1644,58.0,81717.91131663157,38.83078055112033,MASTER,N/A,
CUST-1645,24.0,69493.96465759905,1.9009194508089302,Bachelor,New York,371992.0992741052
CUST-1646,21.0,59499.46082509712,0.0,,Los Angeles,305269.49264294724
CUST-1647,70.0,76355.32598400574,47.728884317191195,Master,Los Angeles,575143.2832572608
CUST-1648,67.0,87804.15098034627,49.47770270370666,Bachelor,Los Angeles,653277.1984683074
CUST-1649,62.0,71156.20612703725,40.357514467764176,bachelor,Los Angeles,
CUST-1650,,60207.05239686761,10.665114086958404,Master,Chicago,368328.4822451799
CUST-1651,46.0,33763.27535299681,26.628303524236532,High School,Phoenix,320243.06723448314
CUST-1652,73.0,,52.96413345467077, high school ,UNKNOWN,443294.0810352445
CUST-1653,,53895.50591290665,32.73746629463504,Bachelor,Houston,397810.85033795366
CUST-1654,,47809.75595681433,21.787594596432502,,Phoenix,327182.93169916
CUST-1655,38.0,56260.57394029108,13.14465484130878,High School,Chicago,335861.8132642853
CUST-1656,74.0,61132.99849794214,52.442233211698486,Bachelor,Houston,535543.5345279287
CUST-1657,53.0,70593.85508713461,33.69031594236864,Bachelor,Los Angeles,504944.55640895554
CUST-1658,27.0,,5.902205633051789,Bachelor,Los Angeles,339741.08662703866
CUST-1659,54.0,69730.03287652404,30.18962030639285,Bachelor,Los Angeles,484076.0415381523
CUST-1660,26.0,61289.488296202406,4.895191098845061,High School,Los Angeles,329891.39032695786
CUST-1661,41.0,20490.668672922577,23.408211032510984,Bachelor,New York,227515.29975068461
CUST-1662,52.0,41213.29212362491,33.49378343106944,Master,N/A,351043.5320212119
CUST-1663,66.0,57118.24888556769,44.87599198126794,PhD,Los Angeles,467525.2894877845
CUST-1664,52.0,,32.90289855411617,Master,New York,293950.2213738811
CUST-1665,65.0,71998.57459992409,-999.0,Bachelor,Los Angeles,533915.8096255283
CUST-1666,53.0,,28.592256826346564,High School,New York,584872.9817216671
CUST-1667,35.0,,12.15106802374089,Bachelor,New York,451068.98477299203
